,name,field_type,field_name,description,dataset-id,dataset_link,portal
443,EventBuildingName,Text,building_name,"For public hearings and meetings notices: Building name where the event is being held
",dg92-zbpx,https://data.cityofnewyork.us/d/dg92-zbpx,data.cityofnewyork
444,EventCity,Text,city,"For public hearings and meetings notices: City where the event is being held
",dg92-zbpx,https://data.cityofnewyork.us/d/dg92-zbpx,data.cityofnewyork
445,EventZipCode,Text,zip_code,"For public hearings and meetings notices: Zip Code for the location where the event is being held
",dg92-zbpx,https://data.cityofnewyork.us/d/dg92-zbpx,data.cityofnewyork
446,EndDate,Calendar date,end_date,"The last date on which the notice appears in the paper publication
",dg92-zbpx,https://data.cityofnewyork.us/d/dg92-zbpx,data.cityofnewyork
447,AgencyName,Text,agency_name,"The agency which has submitted the notice
",dg92-zbpx,https://data.cityofnewyork.us/d/dg92-zbpx,data.cityofnewyork
449,Longitude,Number,longitude,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
450,Building Address,Text,building_address,"Address of the Building
",8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
451,School Name,Text,name,"Name of School
",8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
452,Building ID,Text,buildingid,ID of the Building,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
453,Community Board,Number,community_board,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
454,Borough,Text,borough,Borough name,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
455,Geographical District,Number,geo_dist,"District school exists
",8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
456,Community Districts,Number,:@computed_region_f5dn_yrer,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
457,City Council Districts,Number,:@computed_region_92fq_4b7q,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
458,Zip Codes,Number,:@computed_region_efsh_h5xi,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
459,Police Precincts,Number,:@computed_region_sbqj_enih,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
460,Data As Of,Calendar date,data_as_of,Date when data was last published.,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
461,Census Tract,Number,census_tract,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
462,Council District,Number,community_council,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
463,Postcode,Number,zip_code,"Mailing zip Code
",8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
464,City,Text,city,City,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
468,BoroughCode,Text,boro,"Borough school exists
",8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
469,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
470,Location 1 (address),Text,location_1_address,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
471,Location 1 (state),Text,location_1_state,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
472,Location 1 (zip),Text,location_1_zip,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
473,Location 1 (city),Text,location_1_city,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
474,Location 1,Point,location_1,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
475,NTA,Text,nta,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
476,BBL,Number,bbl,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
477,BIN,Number,bin,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
478,Latitude,Number,latitude,,8586-3zfm,https://data.cityofnewyork.us/d/8586-3zfm,data.cityofnewyork
481,County,Text,county,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
487,Precinct,Text,precinct,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
488,State,Text,state,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
489,Issuing Agency,Text,issuing_agency,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
491,License Type,Text,license_type,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
492,Summons Number,Number,summons_number,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
493,Issue Date,Text,issue_date,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
494,Violation Time,Text,violation_time,,nc67-uf89,https://data.cityofnewyork.us/d/nc67-uf89,data.cityofnewyork
504,Base Name,Text,base_name,"Base Name
",yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
506,Vehicle Year,Calendar date,vehicle_year,Vehicle Year,yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
509,Vehicle Type,Text,vehicle_type,"Wheelchair Access Vehicle indicator
",yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
510,Vehicle VIN Number,Text,vehicle_vin_number,"Vehicle VIN Number
",yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
511,DMV License Plate Number,Text,dmv_license_plate_number,"DMV License Plate Number
",yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
512,Vehicle License Number,Text,license_status,Vehicle License Number,yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
513,Expiration Date,Text,license_type,Expiration Date,yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
514,Name,Text,name,Owner Name,yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
515,Permit License Number,Text,license_number,"Permit License Number
",yhuu-4pt3,https://data.cityofnewyork.us/d/yhuu-4pt3,data.cityofnewyork
520,Title Code,Text,title,"Civil Service Title Code
",nzjr-3966,https://data.cityofnewyork.us/d/nzjr-3966,data.cityofnewyork
528,Longitude,Number,longitude,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
529,Latitude,Number,latitude,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
531,BUILDING,Text,building,Building number for establishment (restaurant) location,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
532,BORO,Text,boro,Borough in which the entity (restaurant) is located.;• 1 = MANHATTAN • 2 = BRONX • 3 = BROOKLYN • 4 = QUEENS • 5 = STATEN ISLAND • Missing; NOTE: There may be discrepancies between zip code and listed boro due to differences in an establishment's mailing address and physical location,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
534,BIN,Text,bin,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
536,VIOLATION CODE,Text,violation_code,Violation code associated with an establishment (restaurant) inspection,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
537,INSPECTION DATE,Calendar date,inspection_date,This field represents the date of inspection; NOTE: Inspection dates of 1/1/1900 mean an establishment has not yet had an inspection,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
539,PHONE,Text,phone,Phone Number; Phone number provided by restaurant owner/manager,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
540,ZIPCODE,Text,zipcode,Zip code of establishment (restaurant) location,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
544,STREET,Text,street,Street name for establishment (restaurant) location,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
546,Council District,Text,council_district,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
547,VIOLATION DESCRIPTION,Text,violation_description,Violation description associated with an establishment  (restaurant) inspection,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
548,BBL,Text,bbl,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
549,Census Tract,Text,census_tract,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
551,GRADE,Text,grade,Grade associated with the inspection; • N = Not Yet Graded• A = Grade A• B = Grade B• C = Grade C• Z = Grade Pending• P= Grade Pending issued on re-opening following an initial inspection that resulted in a closure,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
552,NTA,Text,nta,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
553,Community Board,Text,community_board,,43nn-pn8j,https://data.cityofnewyork.us/d/43nn-pn8j,data.cityofnewyork
558,Y_COORD_CD,Number,y_coord_cd,"Y-coordinate for New York State Plane Coordinate System, Long Island Zone, NAD 83, units feet (FIPS 3104)",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
559,X_COORD_CD,Number,x_coord_cd,"X-coordinate for New York State Plane Coordinate System, Long Island Zone, NAD 83, units feet (FIPS 3104)",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
565,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
570,LAW_CAT_CD,Text,law_cat_cd,"Level of offense: felony, misdemeanor, violation ",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
572,Community Districts,Number,:@computed_region_f5dn_yrer,,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
573,City Council Districts,Number,:@computed_region_92fq_4b7q,,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
575,Zip Codes,Number,:@computed_region_efsh_h5xi,,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
582,PD_DESC,Text,pd_desc,Description of internal classification corresponding with PD code (more granular than Offense Description),qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
583,PD_CD,Number,pd_cd,Three digit internal classification code (more granular than Key Code),qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
584,Latitude,Number,latitude,"Midblock Latitude coordinate for Global Coordinate System, WGS 1984, decimal degrees (EPSG 4326) ",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
585,OFNS_DESC,Text,ofns_desc,Description of offense corresponding with key code,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
586,KY_CD,Number,ky_cd,Three digit offense classification code,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
587,Police Precincts,Number,:@computed_region_sbqj_enih,,qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
590,JURISDICTION_CODE,Number,jurisdiction_code,"Jurisdiction responsible for incident. Either internal, like Police(0), Transit(1), and Housing(2); or external(3), like Correction, Port Authority, etc.
",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
596,Longitude,Number,longitude,"Midblock Longitude coordinate for Global Coordinate System, WGS 1984, decimal degrees (EPSG 4326)",qgea-i56i,https://data.cityofnewyork.us/d/qgea-i56i,data.cityofnewyork
602,Job Description,Text,job_description,Description of the job responsibilities for this position.,kpav-sd4t,https://data.cityofnewyork.us/d/kpav-sd4t,data.cityofnewyork
612,Agency,Text,agency,Name of the City agency where the vacancy exists.,kpav-sd4t,https://data.cityofnewyork.us/d/kpav-sd4t,data.cityofnewyork
629,Disposition Date,Text,disposition_date,Date Complaint was Dispositioned,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
632,DOBRunDate,Calendar date,dobrundate,Date when query is run and pushed to Open Data. Could be used to differentiate report dates.,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
633,Status,Text,status,Status of Complaint,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
635,Unit,Text,unit,Unit dispositioning Complaint,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
636,Inspection Date,Text,inspection_date,Inspection Date of Complaint,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
638,BIN,Text,bin,Number assigned by City Planning to a specific building,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
639,Community Board,Text,community_board,"3-digit identifier: Borough code = first position, last 2 = community board",eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
640,House Number,Text,house_number,House Number of Complaint,eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
641,ZIP Code,Text,zip_code,"Zip code of complaint
",eabe-havv,https://data.cityofnewyork.us/d/eabe-havv,data.cityofnewyork
652,Violation Time,Text,violation_time,,jz4z-kudi,https://data.cityofnewyork.us/d/jz4z-kudi,data.cityofnewyork
691,Issuing Agency,Text,issuing_agency,,jz4z-kudi,https://data.cityofnewyork.us/d/jz4z-kudi,data.cityofnewyork
701,Violation Description,Text,violation_description,,jz4z-kudi,https://data.cityofnewyork.us/d/jz4z-kudi,data.cityofnewyork
722,Owner City,Text,owner_city,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
723,LOT,Text,lot,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
725,Owner State,Text,owner_state,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
728,Bin,Text,bin,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
730,Owner Name,Text,owner_name,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
731,Job Description,Text,job_description,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
734,Block,Text,block,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
744,Borough,Text,borough,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
751,Street Name,Text,street_name,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
754,Job Filing Number,Text,job_filing_number,,rbx6-tga4,https://data.cityofnewyork.us/d/rbx6-tga4,data.cityofnewyork
756,JURISDICTION NAME,number,jurisdiction_name,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
757,COUNT PARTICIPANTS,number,count_participants,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
758,COUNT FEMALE,number,count_female,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
759,PERCENT FEMALE,number,percent_female,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
760,COUNT MALE,number,count_male,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
761,PERCENT MALE,number,percent_male,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
762,COUNT GENDER UNKNOWN,number,count_gender_unknown,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
763,PERCENT GENDER UNKNOWN,number,percent_gender_unknown,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
764,COUNT GENDER TOTAL,number,count_gender_total,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
765,PERCENT GENDER TOTAL,number,percent_gender_total,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
766,COUNT PACIFIC ISLANDER,number,count_pacific_islander,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
767,PERCENT PACIFIC ISLANDER,number,percent_pacific_islander,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
768,COUNT HISPANIC LATINO,number,count_hispanic_latino,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
769,PERCENT HISPANIC LATINO,number,percent_hispanic_latino,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
770,COUNT AMERICAN INDIAN,number,count_american_indian,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
771,PERCENT AMERICAN INDIAN,number,percent_american_indian,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
772,COUNT ASIAN NON HISPANIC,number,count_asian_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
773,PERCENT ASIAN NON HISPANIC,number,percent_asian_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
774,COUNT WHITE NON HISPANIC,number,count_white_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
775,PERCENT WHITE NON HISPANIC,number,percent_white_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
776,COUNT BLACK NON HISPANIC,number,count_black_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
777,PERCENT BLACK NON HISPANIC,number,percent_black_non_hispanic,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
778,COUNT OTHER ETHNICITY,number,count_other_ethnicity,,kku6-nxdu,https://data.cityofnewyork.us/d/kku6-nxdu,data.cityofnewyork
