,name,field_type,field_name,description,dataset-id,dataset_link,portal
45890,PROGRAM TYPE,Text,program_type,,8i43-kna8,https://data.cityofnewyork.us/d/8i43-kna8,data.cityofnewyork
45891,Is Org Split-Sited?,Checkbox,is_org_split_sited,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45893,Transfer School,Checkbox,transfer_school,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45896,SCHOOL YEAR,Text,school_year,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45897,% Other,Text,other,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45898,School Name,Text,school_name,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45900,Building ID(s),Text,building_id_s,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45902,% Asian,Text,asian,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45904,District,Number,district,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45905,% White,Text,white,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45906,% ELL,Text,ell,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45909,% Hispanic,Text,hispanic,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45914,Total Enrollment,Text,total_enrollment,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45915,DBN,Text,dbn,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45917,% Black,Text,black,,phqd-xav8,https://data.cityofnewyork.us/d/phqd-xav8,data.cityofnewyork
45918,ProviderType,text,providertype,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45919,DFTA ID,text,dfta_id,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45920,ContractYear,text,contractyear,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45921,SponsorName,text,sponsorname,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45922,ProgramName,text,programname,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45923,LineItem,text,lineitem,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45924,LineItemName,text,lineitemname,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45925,ReportedMonth,text,reportedmonth,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45926,ReportedAmount,number,reportedamount,,9wgm-cdbe,https://data.cityofnewyork.us/d/9wgm-cdbe,data.cityofnewyork
45927,Discharge Type,Text,discharge_type,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45928,Total Enrolled Students,Text,total_enrolled_students,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45929,# of Discharges,Text,of_discharges,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45930,Geographic Unit,Text,geographic_unit,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45931,Category,Text,category,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45932,School Year,Text,school_year,,5hb6-gnie,https://data.cityofnewyork.us/d/5hb6-gnie,data.cityofnewyork
45933,School Year,Text,school_year,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45934,Serving more than one location,Number,serving_more_than_one_location,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45935,Part-Time,Number,part_time,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45937,Unnamed Column,Text,unnamed_column,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45938,Bilingual,Number,bilingual,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45939,Full-Time,Number,full_time,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45940,DBN,Text,dbn,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45941,Location,Text,location,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45942,Location Type,Text,location_type,,d4mz-3bq9,https://data.cityofnewyork.us/d/d4mz-3bq9,data.cityofnewyork
45943,Total%,Text,total_2,,8knn-wq9b,https://data.cityofnewyork.us/d/8knn-wq9b,data.cityofnewyork
45945,Borough,Text,borough,,8knn-wq9b,https://data.cityofnewyork.us/d/8knn-wq9b,data.cityofnewyork
45948,Category Type,Text,category_type,,8knn-wq9b,https://data.cityofnewyork.us/d/8knn-wq9b,data.cityofnewyork
45949,Total#,Text,total_1,,8knn-wq9b,https://data.cityofnewyork.us/d/8knn-wq9b,data.cityofnewyork
45951,Category Values,Text,category_values,,8knn-wq9b,https://data.cityofnewyork.us/d/8knn-wq9b,data.cityofnewyork
45953,Principal,Text,principal,,g52i-ijbe,https://data.cityofnewyork.us/d/g52i-ijbe,data.cityofnewyork
45962,School Type,Text,school_type,,g52i-ijbe,https://data.cityofnewyork.us/d/g52i-ijbe,data.cityofnewyork
45980,Enrollment,Number,enrollment,,g52i-ijbe,https://data.cityofnewyork.us/d/g52i-ijbe,data.cityofnewyork
45982,DBN,Text,dbn,,g52i-ijbe,https://data.cityofnewyork.us/d/g52i-ijbe,data.cityofnewyork
45984,School name,Text,school_name,,g52i-ijbe,https://data.cityofnewyork.us/d/g52i-ijbe,data.cityofnewyork
45991,School Level,Text,school_level,,9wwd-tgzc,https://data.cityofnewyork.us/d/9wwd-tgzc,data.cityofnewyork
45992,Sum of F Status and Itinerant,Number,sum_of_f_status_and_itinerant,,9wwd-tgzc,https://data.cityofnewyork.us/d/9wwd-tgzc,data.cityofnewyork
45995,City Council District,Number,city_council_district,,9wwd-tgzc,https://data.cityofnewyork.us/d/9wwd-tgzc,data.cityofnewyork
45996,"School
DBN",Text,school_dbn,,9wwd-tgzc,https://data.cityofnewyork.us/d/9wwd-tgzc,data.cityofnewyork
45997,Community School District,Number,community_school_district,,9wwd-tgzc,https://data.cityofnewyork.us/d/9wwd-tgzc,data.cityofnewyork
46000,borough,Text,borough,,kfrx-hgf8,https://data.cityofnewyork.us/d/kfrx-hgf8,data.cityofnewyork
46002,dbn,Text,dbn,,kfrx-hgf8,https://data.cityofnewyork.us/d/kfrx-hgf8,data.cityofnewyork
46003,principal,Text,principal,,kfrx-hgf8,https://data.cityofnewyork.us/d/kfrx-hgf8,data.cityofnewyork
46005,location,Text,location,,kfrx-hgf8,https://data.cityofnewyork.us/d/kfrx-hgf8,data.cityofnewyork
46006,enrollment,Number,enrollment,,kfrx-hgf8,https://data.cityofnewyork.us/d/kfrx-hgf8,data.cityofnewyork
46104,Percent Students with Disabilities,Number,percent_students_with,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46105,DBN,Text,dbn,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46106,Rigorous Instruction - Percent Positive,Number,rigorous_instruction_percent,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46107,Percent Self-Contained,Number,percent_self_contained,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46108,Percent Overage/ Undercredit,Number,percent_overage_undercredit,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46109,Economic Need Index,Number,economic_need_index,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46110,Percent HRA Eligible,Number,percent_hra_eligible,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46111,Percent Asian,Number,percent_asian,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46112,Percent Black,Number,percent_black,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46113,Percent Hispanic,Number,percent_hispanic,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46114,Percent White,Number,percent_white,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46115,Average Change in Student Attendance,Number,average_change_in_student,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46116,Percent English Language Learners,Number,percent_english_language,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46117,Enrollment,Number,enrollment,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46118,School Name,Text,school_name,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46119,Supportive Environment - Percent Positive,Number,supportive_environment_percent,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46120,Percent in Temp Housing,Number,percent_in_temp_housing,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46121,Average Grade 8 English Proficiency,Number,average_grade_8_english,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46122,Strong Family-Community Ties - Percent Positive,Number,strong_family_community_ties,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46123,Effective School Leadership - Percent Positive,Number,effective_school_leadership,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46124,Collaborative Teachers - Percent Positive,Number,collaborative_teachers_percent,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46125,Average Grade 8 Math Proficiency,Number,average_grade_8_math,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46126,Trust - Percent Positive,Number,trust_percent_positive,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46127,School Type,Text,school_type,,qqba-8akg,https://data.cityofnewyork.us/d/qqba-8akg,data.cityofnewyork
46128,% 1,Number,__1,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46129,City Council District,Text,city_council_district,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46130,# of 15-16 June and August graduates meeting high school health requirements,Number,of_15_16_june_and_august_1,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46131,# of students in grades 9-12 who have completed at least one semester of health instruction,Number,of_students_in_grades_9_12_1,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46132,School year,Text,school_year,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46133,# of 15-16 June and August graduates,Number,of_15_16_june_and_august,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46134,# of students in grades 9-12,Number,of_students_in_grades_9_12,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46135,%,Number,_,,2anc-iydk,https://data.cityofnewyork.us/d/2anc-iydk,data.cityofnewyork
46136,# of students in grades 9-12,Number,of_students_in_grades_9_12,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46137,# of 15-16 June and August graduates meeting high school health requirements,Number,of_15_16_june_and_august_1,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46138,# of students in grades 9-12 who have completed at least one semester of health instruction,Number,of_students_in_grades_9_12_1,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46139,%2,Number,_2,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46140,%,Number,_,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46141,Community School District,Number,community_school_district,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46142,# of 15-16 June and August graduates,Number,of_15_16_june_and_august,,cnnp-j87w,https://data.cityofnewyork.us/d/cnnp-j87w,data.cityofnewyork
46143,School Year,Text,school_year,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46144,Code,Text,code,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46145,Category,Text,category,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46146,Geographic Unit,Text,geographic_unit,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46147,Description of Code,Text,description_of_code,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46148,Count of Students,Text,count_of_students,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46149,Total Enrolled Students,Number,total_enrolled_students,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46150,Code Type,Text,code_type,,y86q-g4pf,https://data.cityofnewyork.us/d/y86q-g4pf,data.cityofnewyork
46151,ELA #Test Takers,Number,ela_test_takers,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46152,#Grade 6,Number,grade_6,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46153,Math #Level 1,Number,math_level_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46154,#Grade 4,Number,grade_4,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46155,%ELL Russian,Text,ell_russian_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46156,Math #Level 2,Number,math_level_2,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46157,#ELL Russian,Text,ell_russian,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46158,ELA #L3+L4,Text,ela_l3_l4,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46159,ELA %Level 1,Number,ela_level_1_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46160,Math %Level 2,Number,math_level_2_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46161,#ELL Haitian Creole,Text,ell_haitian_creole,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46162,Math #L3+L4,Text,math_l3_l4,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46163,#ELL Arabic,Text,ell_arabic,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46164,Year,Text,year,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46165,ELA %Level 4,Text,ela_level_4_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46166,ELA %Level 2,Number,ela_level_2_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46167,#Male,Number,male,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46168,#Grade 7,Number,grade_7,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46169,District,Number,district,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46170,#ELL Chinese,Text,ell_chinese,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46171,#Grade 3,Number,grade_3,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46172,#Grade 1,Number,grade_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46173,Category,Text,category,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46174,Math #Level 4,Text,math_level_4,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46175,%ELL French,Text,ell_french_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46176,%ELL Bengali,Text,ell_bengali_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46177,#ELL Other,Text,ell_other,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46178,%Asian,Text,asian_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46179,%Other,Text,other_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46180,#Grade 5,Number,grade_5,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46181,#Hispanic,Number,hispanic,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46182,ELA #Level 1,Number,ela_level_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46183,#ELL Urdu,Text,ell_urdu,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46184,ELA #Level 4,Text,ela_level_4,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46185,#ELL Spanish,Text,ell_spanish,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46186,%Male,Number,male_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46187,#Grade K,Number,grade_k,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46188,%White,Text,white_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46189,Math %L3+L4,Text,math_l3_l4_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46190,%ELL Spanish,Text,ell_spanish_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46191,%ELL Haitian Creole,Text,ell_haitian_creole_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46192,#Other,Text,other,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46193,ELA #Level 3,Text,ela_level_3,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46194,ELA %Level 3,Text,ela_level_3_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46195,#ELL Korean,Text,ell_korean,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46196,#Female,Number,female,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46197,Math #Level 3,Text,math_level_3,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46198,%ELL Korean,Text,ell_korean_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46199,%ELL Chinese,Text,ell_chinese_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46200,%ELL Other,Text,ell_other_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46201,#Asian,Text,asian,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46202,Math #Test Takers,Number,math_test_takers,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46203,#ELL French,Text,ell_french,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46204,%Female,Number,female_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46205,#White,Text,white,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46206,Math %Level 3,Text,math_level_3_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46207,%Hispanic,Number,hispanic_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46208,#Grade 2,Number,grade_2,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46209,#Black,Text,black,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46210,#Grade 8,Number,grade_8,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
46211,%Black,Text,black_1,,uep6-mri2,https://data.cityofnewyork.us/d/uep6-mri2,data.cityofnewyork
