,column_name,columns_datatype,columns_field_name,dataset,department
318,requirement12_2,Text,requirement12_2,2019 DOE High School Directory,Department of Education (DOE)
319,requirement12_1,Text,requirement12_1,2019 DOE High School Directory,Department of Education (DOE)
320,requirement11_3,Text,requirement11_3,2019 DOE High School Directory,Department of Education (DOE)
321,requirement11_1,Text,requirement11_1,2019 DOE High School Directory,Department of Education (DOE)
322,interest9,Text,interest9,2019 DOE High School Directory,Department of Education (DOE)
323,admissionspriority55,Text,admissionspriority55,2019 DOE High School Directory,Department of Education (DOE)
324,admissionspriority26,Text,admissionspriority26,2019 DOE High School Directory,Department of Education (DOE)
325,admissionspriority17,Text,admissionspriority17,2019 DOE High School Directory,Department of Education (DOE)
326,admissionspriority66,Text,admissionspriority66,2019 DOE High School Directory,Department of Education (DOE)
327,Council District,Number,council_district,2019 DOE High School Directory,Department of Education (DOE)
328,eligibility7,Text,eligibility7,2019 DOE High School Directory,Department of Education (DOE)
329,eligibility8,Text,eligibility8,2019 DOE High School Directory,Department of Education (DOE)
330,auditioninformation3,Text,auditioninformation3,2019 DOE High School Directory,Department of Education (DOE)
331,auditioninformation5,Text,auditioninformation5,2019 DOE High School Directory,Department of Education (DOE)
332,primary_address_line_1,Text,primary_address_line_1,2019 DOE High School Directory,Department of Education (DOE)
333,admissionspriority65,Text,admissionspriority65,2019 DOE High School Directory,Department of Education (DOE)
334,method2,Text,method2,2019 DOE High School Directory,Department of Education (DOE)
335,interest8,Text,interest8,2019 DOE High School Directory,Department of Education (DOE)
336,interest1,Text,interest1,2019 DOE High School Directory,Department of Education (DOE)
337,interest4,Text,interest4,2019 DOE High School Directory,Department of Education (DOE)
338,code8,Text,code8,2019 DOE High School Directory,Department of Education (DOE)
339,code10,Text,code10,2019 DOE High School Directory,Department of Education (DOE)
340,code3,Text,code3,2019 DOE High School Directory,Department of Education (DOE)
341,admissionspriority27,Text,admissionspriority27,2019 DOE High School Directory,Department of Education (DOE)
342,code1,Text,code1,2019 DOE High School Directory,Department of Education (DOE)
343,requirement11_7,Text,requirement11_7,2019 DOE High School Directory,Department of Education (DOE)
344,requirement10_9,Text,requirement10_9,2019 DOE High School Directory,Department of Education (DOE)
345,interest10,Text,interest10,2019 DOE High School Directory,Department of Education (DOE)
346,method1,Text,method1,2019 DOE High School Directory,Department of Education (DOE)
347,interest6,Text,interest6,2019 DOE High School Directory,Department of Education (DOE)
348,code7,Text,code7,2019 DOE High School Directory,Department of Education (DOE)
349,code9,Text,code9,2019 DOE High School Directory,Department of Education (DOE)
350,code4,Text,code4,2019 DOE High School Directory,Department of Education (DOE)
351,program6,Text,program6,2019 DOE High School Directory,Department of Education (DOE)
352,requirement12_6,Text,requirement12_6,2019 DOE High School Directory,Department of Education (DOE)
353,requirement12_7,Text,requirement12_7,2019 DOE High School Directory,Department of Education (DOE)
354,requirement12_3,Text,requirement12_3,2019 DOE High School Directory,Department of Education (DOE)
355,requirement11_10,Text,requirement11_10,2019 DOE High School Directory,Department of Education (DOE)
356,requirement11_9,Text,requirement11_9,2019 DOE High School Directory,Department of Education (DOE)
357,interest7,Text,interest7,2019 DOE High School Directory,Department of Education (DOE)
358,interest2,Text,interest2,2019 DOE High School Directory,Department of Education (DOE)
359,interest3,Text,interest3,2019 DOE High School Directory,Department of Education (DOE)
360,code6,Text,code6,2019 DOE High School Directory,Department of Education (DOE)
361,program5,Text,program5,2019 DOE High School Directory,Department of Education (DOE)
362,program1,Text,program1,2019 DOE High School Directory,Department of Education (DOE)
363,program2,Text,program2,2019 DOE High School Directory,Department of Education (DOE)
364,program4,Text,program4,2019 DOE High School Directory,Department of Education (DOE)
365,requirement7_4,Text,requirement7_4,2019 DOE High School Directory,Department of Education (DOE)
366,requirement7_3,Text,requirement7_3,2019 DOE High School Directory,Department of Education (DOE)
367,offer_rate3,Text,offer_rate3,2019 DOE High School Directory,Department of Education (DOE)
368,program10,Text,program10,2019 DOE High School Directory,Department of Education (DOE)
369,requirement7_5,Text,requirement7_5,2019 DOE High School Directory,Department of Education (DOE)
370,requirement6_9,Text,requirement6_9,2019 DOE High School Directory,Department of Education (DOE)
371,requirement7_1,Text,requirement7_1,2019 DOE High School Directory,Department of Education (DOE)
372,requirement6_5,Text,requirement6_5,2019 DOE High School Directory,Department of Education (DOE)
373,requirement6_7,Text,requirement6_7,2019 DOE High School Directory,Department of Education (DOE)
374,requirement6_1,Text,requirement6_1,2019 DOE High School Directory,Department of Education (DOE)
375,requirement5_7,Text,requirement5_7,2019 DOE High School Directory,Department of Education (DOE)
376,requirement5_3,Text,requirement5_3,2019 DOE High School Directory,Department of Education (DOE)
377,requirement9_7,Text,requirement9_7,2019 DOE High School Directory,Department of Education (DOE)
378,requirement9_4,Text,requirement9_4,2019 DOE High School Directory,Department of Education (DOE)
379,requirement9_3,Text,requirement9_3,2019 DOE High School Directory,Department of Education (DOE)
380,requirement9_5,Text,requirement9_5,2019 DOE High School Directory,Department of Education (DOE)
381,requirement8_7,Text,requirement8_7,2019 DOE High School Directory,Department of Education (DOE)
382,requirement4_9,Text,requirement4_9,2019 DOE High School Directory,Department of Education (DOE)
383,requirement4_8,Text,requirement4_8,2019 DOE High School Directory,Department of Education (DOE)
384,requirement10_6,Text,requirement10_6,2019 DOE High School Directory,Department of Education (DOE)
385,requirement10_4,Text,requirement10_4,2019 DOE High School Directory,Department of Education (DOE)
386,requirement10_3,Text,requirement10_3,2019 DOE High School Directory,Department of Education (DOE)
387,requirement9_8,Text,requirement9_8,2019 DOE High School Directory,Department of Education (DOE)
388,requirement9_10,Text,requirement9_10,2019 DOE High School Directory,Department of Education (DOE)
389,requirement9_9,Text,requirement9_9,2019 DOE High School Directory,Department of Education (DOE)
390,requirement8_1,Text,requirement8_1,2019 DOE High School Directory,Department of Education (DOE)
391,requirement1_1,Text,requirement1_1,2019 DOE High School Directory,Department of Education (DOE)
392,requirement5_6,Text,requirement5_6,2019 DOE High School Directory,Department of Education (DOE)
393,requirement4_10,Text,requirement4_10,2019 DOE High School Directory,Department of Education (DOE)
394,requirement5_2,Text,requirement5_2,2019 DOE High School Directory,Department of Education (DOE)
395,requirement4_6,Text,requirement4_6,2019 DOE High School Directory,Department of Education (DOE)
396,requirement4_7,Text,requirement4_7,2019 DOE High School Directory,Department of Education (DOE)
397,requirement10_1,Text,requirement10_1,2019 DOE High School Directory,Department of Education (DOE)
398,requirement9_6,Text,requirement9_6,2019 DOE High School Directory,Department of Education (DOE)
399,requirement8_10,Text,requirement8_10,2019 DOE High School Directory,Department of Education (DOE)
400,requirement8_9,Text,requirement8_9,2019 DOE High School Directory,Department of Education (DOE)
401,requirement8_8,Text,requirement8_8,2019 DOE High School Directory,Department of Education (DOE)
402,requirement8_3,Text,requirement8_3,2019 DOE High School Directory,Department of Education (DOE)
403,directions2,Text,directions2,2019 DOE High School Directory,Department of Education (DOE)
404,requirement5_9,Text,requirement5_9,2019 DOE High School Directory,Department of Education (DOE)
405,requirement9_2,Text,requirement9_2,2019 DOE High School Directory,Department of Education (DOE)
406,requirement8_6,Text,requirement8_6,2019 DOE High School Directory,Department of Education (DOE)
407,directions6,Text,directions6,2019 DOE High School Directory,Department of Education (DOE)
408,directions8,Text,directions8,2019 DOE High School Directory,Department of Education (DOE)
409,admissionspriority76,Text,admissionspriority76,2019 DOE High School Directory,Department of Education (DOE)
410,academicopportunities3,Text,academicopportunities3,2019 DOE High School Directory,Department of Education (DOE)
411,requirement1_5,Text,requirement1_5,2019 DOE High School Directory,Department of Education (DOE)
412,requirement1_6,Text,requirement1_6,2019 DOE High School Directory,Department of Education (DOE)
413,prgdesc6,Text,prgdesc6,2019 DOE High School Directory,Department of Education (DOE)
414,directions1,Text,directions1,2019 DOE High School Directory,Department of Education (DOE)
415,directions7,Text,directions7,2019 DOE High School Directory,Department of Education (DOE)
416,directions5,Text,directions5,2019 DOE High School Directory,Department of Education (DOE)
417,prgdesc3,Text,prgdesc3,2019 DOE High School Directory,Department of Education (DOE)
418,specialized,Number,specialized,2019 DOE High School Directory,Department of Education (DOE)
419,requirement5_5,Text,requirement5_5,2019 DOE High School Directory,Department of Education (DOE)
420,requirement5_1,Text,requirement5_1,2019 DOE High School Directory,Department of Education (DOE)
421,requirement8_2,Text,requirement8_2,2019 DOE High School Directory,Department of Education (DOE)
422,requirement8_4,Text,requirement8_4,2019 DOE High School Directory,Department of Education (DOE)
423,boys,Number,boys,2019 DOE High School Directory,Department of Education (DOE)
424,directions9,Text,directions9,2019 DOE High School Directory,Department of Education (DOE)
425,requirement1_2,Text,requirement1_2,2019 DOE High School Directory,Department of Education (DOE)
426,geoeligibility,Text,geoeligibility,2019 DOE High School Directory,Department of Education (DOE)
427,international,Number,international,2019 DOE High School Directory,Department of Education (DOE)
428,requirement4_4,Text,requirement4_4,2019 DOE High School Directory,Department of Education (DOE)
429,requirement4_3,Text,requirement4_3,2019 DOE High School Directory,Department of Education (DOE)
430,requirement4_5,Text,requirement4_5,2019 DOE High School Directory,Department of Education (DOE)
431,requirement10_5,Text,requirement10_5,2019 DOE High School Directory,Department of Education (DOE)
432,prgdesc5,Text,prgdesc5,2019 DOE High School Directory,Department of Education (DOE)
433,girls,Number,girls,2019 DOE High School Directory,Department of Education (DOE)
434,requirement4_1,Text,requirement4_1,2019 DOE High School Directory,Department of Education (DOE)
435,requirement3_8,Text,requirement3_8,2019 DOE High School Directory,Department of Education (DOE)
436,requirement4_2,Text,requirement4_2,2019 DOE High School Directory,Department of Education (DOE)
